Trigram,Frequency
"('think', 'kind', 'felt')",1
"('breathe', 'think', 'kind')",1
"('cant', 'breathe', 'think')",1
"('unless', 'cant', 'breathe')",1
"('feel', 'unless', 'cant')",1
"('starts', 'feel', 'unless')",1
"('chair', 'starts', 'feel')",1
"('hasnt', 'hospitalized', 'know')",1
"('know', 'know', 'supposed')",1
"('thats', 'ready', 'extended')",1
"('know', 'supposed', 'going')",1
"('appreciate', 'thats', 'ready')",1
"('okay', 'appreciate', 'thats')",1
"('working', 'okay', 'appreciate')",1
"('theyre', 'working', 'okay')",1
"('care', 'theyre', 'working')",1
"('20hour', 'care', 'theyre')",1
"('needs', '20hour', 'care')",1
"('get', 'needs', '20hour')",1
"('trying', 'get', 'needs')",1
"('today', 'trying', 'get')",1
"('later', 'today', 'trying')",1
"('today', 'later', 'today')",1
"('rest', 'today', 'later')",1
"('going', 'rest', 'today')",1
"('supposed', 'going', 'rest')",1
"('vanessa', 'like', 'oxygen')",1
"('oxygen', 'tank', 'okay')",1
"('okay', 'normally', 'wear')",1
"('heart', 'murmur', 'get')",1
"('740', '0', '3')",1
"('740', '740', '0')",1
"('oyster', '740', '740')",1
"('stacey', 'oyster', '740')",1
"('sure', 'stacey', 'oyster')",1
"('number', 'sure', 'stacey')",1
"('murmur', 'get', 'name')",1
"('ok', 'heart', 'murmur')",1
"('tank', 'okay', 'alright')",1
"('pressure', 'ok', 'heart')",1
"('blood', 'pressure', 'ok')",1
"('driving', 'blood', 'pressure')",1
"('pain', 'driving', 'blood')",1
"('like', 'pain', 'driving')",1
"('feels', 'like', 'pain')",1
"('tooth', 'feels', 'like')",1
"('0', '3', '2')",1
"('3', '2', '3')",1
"('2', '3', '6')",1
"('3', '6', '6')",1
"('back', 'another', 'screen')",1
"('go', 'back', 'another')",1
"('let', 'go', 'back')",1
"('absolutely', 'let', 'go')",1
"('absolutely', 'absolutely', 'let')",1
"('number', 'absolutely', 'absolutely')",1
"('phone', 'number', 'absolutely')",1
"('call', 'thank', 'phone')",1
"('asked', 'call', 'thank')",1
"('medic', 'asked', 'call')",1
"('calling', 'medic', 'asked')",1
"('youre', 'calling', 'medic')",1
"('okay', 'know', 'youre')",1
"('6', 'okay', 'know')",1
"('6', '6', 'okay')",1
"('infected', 'tooth', 'feels')",1
"('got', 'infected', 'tooth')",1
"('also', 'got', 'infected')",1
"('101', '101', '100')",1
"('say', '1616', '101')",1
"('said', 'say', '1616')",1
"('umm', 'said', 'say')",1
"('101', 'umm', 'said')",1
"('216', '101', 'umm')",1
"('cuff', '216', '101')",1
"('must', 'cuff', '216')",1
"('pull', 'must', 'cuff')",1
"('let', 'pull', 'must')",1
"('pressure', 'let', 'pull')",1
"('blood', 'pressure', 'let')",1
"('says', 'blood', 'pressure')",1
"('much', 'says', 'blood')",1
"('around', 'much', 'says')",1
"('move', 'around', 'much')",1
"('1616', '101', '101')",1
"('101', '100', 'okay')",1
"('shes', 'also', 'got')",1
"('100', 'okay', 'know')",1
"('says', 'shes', 'also')",1
"('allergies', 'says', 'shes')",1
"('several', 'allergies', 'says')",1
"('going', 'several', 'allergies')",1
"('else', 'going', 'several')",1
"('open', 'else', 'going')",1
"('pull', 'open', 'else')",1
"('pressure', 'pull', 'open')",1
"('blood', 'pressure', 'pull')",1
"('history', 'high', 'blood')",1
"('problems', 'history', 'high')",1
"('part', 'problems', 'history')",1
"('history', 'part', 'problems')",1
"('know', 'history', 'part')",1
"('okay', 'know', 'history')",1
"('another', 'screen', 'cell')",1
"('screen', 'cell', 'phone')",1
"('cell', 'phone', '740')",1
"('oxygen', 'level', '90')",1
"('also', 'copd', 'oxygen')",1
"('covid', 'also', 'copd')",1
"('yet', 'covid', 'also')",1
"('moment', 'yet', 'covid')",1
"('covid', 'moment', 'yet')",1
"('back', 'covid', 'moment')",1
"('symptoms', 'back', 'covid')",1
"('get', 'symptoms', 'back')",1
"('starting', 'get', 'symptoms')",1
"('im', 'starting', 'get')",1
"('thursday', 'im', 'starting')",1
"('last', 'thursday', 'im')",1
"('room', 'last', 'thursday')",1
"('emergency', 'room', 'last')",1
"('umm', 'emergency', 'room')",1
"('copd', 'oxygen', 'level')",1
"('level', '90', 'usually')",1
"('addressed', 'emergency', 'umm')",1
"('90', 'usually', 'like')",1
"('ive', 'trouble', 'okay')",1
"('worries', 'ive', 'trouble')",1
"('95', 'worries', 'ive')",1
"('back', '95', 'worries')",1
"('haler', 'back', '95')",1
"('mexican', 'haler', 'back')",1
"('use', 'mexican', 'haler')",1
"('bye', 'use', 'mexican')",1
"('90', 'bye', 'use')",1
"('youre', '90', 'bye')",1
"('signing', 'youre', '90')",1
"('olliedallye', 'signing', 'youre')",1
"('98', 'olliedallye', 'signing')",1
"('like', '98', 'olliedallye')",1
"('usually', 'like', '98')",1
"('emergency', 'umm', 'emergency')",1
"('day', 'thanks', 'byebye')",1
"('phone', '740', '513')",1
"('actually', 'marked', 'scene')",1
"('us', 'callback', 'actually')",1
"('give', 'us', 'callback')",1
"('else', 'changes', 'give')",1
"('anything', 'else', 'changes')",1
"('unless', 'want', 'anything')",1
"('callback', 'unless', 'want')",1
"('give', 'callback', 'unless')",1
"('dont', 'give', 'callback')",1
"('chance', 'dont', 'give')",1
"('talk', 'chance', 'dont')",1
"('way', 'talk', 'chance')",1
"('medics', 'way', 'talk')",1
"('ripe', 'okay', 'weve')",1
"('513', 'ripe', 'okay')",1
"('740', '513', 'ripe')",1
"('callback', 'actually', 'marked')",1
"('marked', 'scene', 'theyre')",1
"('good', 'day', 'thanks')",1
"('scene', 'theyre', 'ok')",1
"('welcome', 'good', 'day')",1
"('youre', 'welcome', 'good')",1
"('wonderful', 'thank', 'much')",1
"('thats', 'wonderful', 'thank')",1
"('yes', 'thats', 'wonderful')",1
"('okay', 'yes', 'thats')",1
"('yep', 'okay', 'yes')",1
"('get', 'yep', 'okay')",1
"('long', 'get', 'yep')",1
"('doesnt', 'take', 'long')",1
"('door', 'doesnt', 'take')",1
"('next', 'door', 'doesnt')",1
"('theyre', 'right', 'next')",1
"('ok', 'yeah', 'theyre')",1
"('theyre', 'ok', 'yeah')",1
"('told', 'move', 'around')",1
"('downstairs', 'told', 'move')",1
"('get', 'downstairs', 'told')",1
"('70', 'mom', 'mom')",1
"('hold', 'mom', '70')",1
"('father', 'hold', 'mom')",1
"('mother', 'father', 'hold')",1
"('old', 'mother', 'father')",1
"('awake', 'old', 'mother')",1
"('stay', 'awake', 'old')",1
"('mom', 'stay', 'awake')",1
"('mom', 'mom', 'stay')",1
"('alright', 'mom', 'mom')",1
"('questions', 'alright', 'mom')",1
"('couple', 'questions', 'alright')",1
"('thank', 'partners', 'going')",1
"('kind', 'thank', 'partners')",1
"('shes', 'kind', 'thank')",1
"('toilet', 'shes', 'kind')",1
"('70', 'mom', '70')",1
"('mom', 'mom', 'okay')",1
"('shes', 'throwing', 'shes')",1
"('mom', 'okay', 'late')",1
"('yes', 'yeah', 'feeling')",1
"('breathe', 'yes', 'yeah')",1
"('harder', 'breathe', 'yes')",1
"('breath', 'harder', 'breathe')",1
"('shorter', 'breath', 'harder')",1
"('breathe', 'shorter', 'breath')",1
"('hard', 'breathe', 'shorter')",1
"('70', 'years', 'old')",1
"('said', '70', 'years')",1
"('thought', 'said', '70')",1
"('sorry', 'thought', 'said')",1
"('okay', 'sorry', 'thought')",1
"('late', 'okay', 'sorry')",1
"('late', 'late', 'okay')",1
"('okay', 'late', 'late')",1
"('throwing', 'shes', 'toilet')",1
"('day', 'shes', 'throwing')",1
"('pain', 'anywhere', 'oh')",1
"('name', 'neil', 'thank')",1
"('ohio', '43035', 'name')",1
"('center', 'ohio', '43035')",1
"('kirkland', 'drive', 'lewis')",1
"('8681', 'kirkland', 'drive')",1
"('yeah', '8681', 'kirkland')",1
"('emergency', 'yeah', '8681')",1
"('coming', 'back', 'okay')",1
"('get', 'coming', 'back')",1
"('worse', 'get', 'coming')",1
"('huh', 'would', 'get')",1
"('get', 'uh', 'huh')",1
"('medics', 'get', 'uh')",1
"('wouldnt', 'get', 'anything')",1
"('okay', 'wouldnt', 'get')",1
"('position', 'okay', 'wouldnt')",1
"('43035', 'name', 'neil')",1
"('neil', 'thank', 'im')",1
"('well', 'day', 'shes')",1
"('whats', 'name', 'neil')",1
"('feeling', 'well', 'day')",1
"('ago', 'feeling', 'well')",1
"('two', 'ago', 'feeling')",1
"('day', 'two', 'ago')",1
"('colonoscopy', 'day', 'two')",1
"('bit', 'colonoscopy', 'day')",1
"('little', 'bit', 'colonoscopy')",1
"('passed', 'little', 'bit')",1
"('mom', 'passed', 'little')",1
"('6142967804', 'tell', 'exactly')",1
"('number', '6142967804', 'tell')",1
"('telephone', 'number', '6142967804')",1
"('neil', 'whats', 'telephone')",1
"('neil', 'neil', 'whats')",1
"('name', 'neil', 'neil')",1
"('yeah', 'feeling', 'pain')",1
"('anywhere', 'oh', 'shoot')",1
"('try', 'get', 'downstairs')",1
"('shes', 'extremely', 'high')",1
"('call', 'squad', 'shes')",1
"('could', 'call', 'squad')",1
"('asked', 'could', 'call')",1
"('called', 'asked', 'could')",1
"('client', 'called', 'asked')",1
"('consultant', 'client', 'called')",1
"('care', 'consultant', 'client')",1
"('sourcepoint', 'care', 'consultant')",1
"('calling', 'sourcepoint', 'care')",1
"('actually', 'calling', 'sourcepoint')",1
"('204', 'ok', 'tell')",1
"('apartment', '204', 'ok')",1
"('boulevard', 'apartment', '204')",1
"('tuesday', 'doc', 'could')",1
"('yesterday', 'tuesday', 'doc')",1
"('squad', 'shes', 'extremely')",1
"('extremely', 'high', 'blood')",1
"('erratic', 'behavior', 'doc')",1
"('blood', 'pressure', 'feeling')",1
"('unlocked', 'going', 'try')",1
"('door', 'unlocked', 'going')",1
"('okay', 'know', 'door')",1
"('37', 'okay', 'know')",1
"('almost', '37', 'okay')",1
"('old', 'almost', '37')",1
"('years', 'old', 'almost')",1
"('hitchcock', 'shes', '86')",1
"('marlena', 'hitchcock', 'shes')",1
"('sure', 'marlena', 'hitchcock')",1
"('name', 'sure', 'marlena')",1
"('know', 'name', 'sure')",1
"('okay', 'know', 'name')",1
"('well', 'okay', 'know')",1
"('pressure', 'feeling', 'well')",1
"('behavior', 'doc', 'could')",1
"('store', 'history', 'fever')",1
"('oh', 'shoot', 'feeling')",1
"('blood', 'stool', 'lot')",1
"('blood', 'stool', 'blood')",1
"('internally', 'blood', 'stool')",1
"('bleeding', 'internally', 'blood')",1
"('shes', 'bleeding', 'internally')",1
"('think', 'shes', 'bleeding')",1
"('okay', 'think', 'shes')",1
"('bleeding', 'okay', 'think')",1
"('internally', 'bleeding', 'okay')",1
"('internally', 'bleeding', 'internally')",1
"('else', 'bleeding', 'internally')",1
"('anything', 'else', 'bleeding')",1
"('stomachache', 'anything', 'else')",1
"('like', 'stomachache', 'anything')",1
"('feeling', 'like', 'stomachache')",1
"('shoot', 'feeling', 'like')",1
"('stool', 'blood', 'stool')",1
"('stool', 'lot', 'blood')",1
"('blood', 'store', 'history')",1
"('lot', 'blood', 'stool')",1
"('lot', 'blood', 'store')",1
"('store', 'lot', 'blood')",1
"('blood', 'store', 'lot')",1
"('broke', 'blood', 'store')",1
"('phone', 'broke', 'blood')",1
"('yeah', 'phone', 'broke')",1
"('hear', 'yeah', 'phone')",1
"('please', 'hear', 'yeah')",1
"('please', 'please', 'hear')",1
"('please', 'please', 'please')",1
"('na', 'please', 'please')",1
"('gon', 'na', 'please')",1
"('ving', 'im', 'gon')",1
"('stool', 'ving', 'im')",1
"('blood', 'stool', 'ving')",1
"('normally', 'wear', 'oxygen')",1
"('quarantine', 'okay', 'normally')",1
"('question', 'mine', 'others')",1
"('curtis', 'street', '407')",1
"('hurt', 'going', 'help')",1
"('emergency', 'hurt', 'going')",1
"('lastits', 'emergency', 'hurt')",1
"('yes', 'lastits', 'emergency')",1
"('407', 'yes', 'lastits')",1
"('407', '407', 'yes')",1
"('street', '407', '407')",1
"('yes', '222', 'curtis')",1
"('hyde', 'dont', 'help')",1
"('yes', 'yes', '222')",1
"('ridge', 'yes', 'yes')",1
"('hidden', 'ridge', 'yes')",1
"('yes', 'hidden', 'ridge')",1
"('yes', 'yes', 'hidden')",1
"('street', 'yes', 'yes')",1
"('curtis', 'street', 'yes')",1
"('going', 'help', 'us')",1
"('help', 'us', 'yes')",1
"('us', 'yes', 'cant')",1
"('get', 'floor', 'bye')",1
"('shes', 'hurt', 'need')",1
"('know', 'shes', 'hurt')",1
"('shes', 'hurt', 'know')",1
"('said', 'shes', 'hurt')",1
"('rena', 'okay', 'said')",1
"('reena', 'rena', 'okay')",1
"('name', 'reena', 'rena')",1
"('mmhmm', 'name', 'reena')",1
"('740815740815', 'mmhmm', 'name')",1
"('disconnected', '740815740815', 'mmhmm')",1
"('get', 'disconnected', '740815740815')",1
"('help', 'whats', 'phone')",1
"('send', 'help', 'whats')",1
"('bye', 'okay', 'sure')",1
"('floor', 'bye', 'okay')",1
"('ok', '222', 'curtis')",1
"('time', 'ok', '222')",1
"('first', 'time', 'ok')",1
"('street', 'im', 'hidden')",1
"('address', 'curtis', 'street')",1
"('emergency', 'address', 'curtis')",1
"('back', 'okay', 'appreciate')",1
"('work', 'okay', 'anything')",1
"('thats', 'work', 'okay')",1
"('symptoms', 'thats', 'work')",1
"('got', 'dispatched', 'covid')",1
"('tracey', 'weve', 'got')",1
"('okay', 'tracey', 'weve')",1
"('menards', 'okay', 'tracey')",1
"('closest', 'menards', 'okay')",1
"('door', 'closest', 'menards')",1
"('side', 'door', 'closest')",1
"('great', 'side', 'door')",1
"('would', 'great', 'side')",1
"('curtis', 'street', 'im')",1
"('im', 'hidden', 'ridge')",1
"('right', 'first', 'time')",1
"('hidden', 'ridge', 'apartments')",1
"('know', 'right', 'first')",1
"('street', 'address', 'dont')",1
"('get', 'street', 'address')",1
"('help', 'get', 'street')",1
"('someone', 'help', 'get')",1
"('fallen', 'need', 'someone')",1
"('wheelchair', 'fallen', 'need')",1
"('lady', 'wheelchair', 'fallen')",1
"('working', 'lady', 'wheelchair')",1
"('im', 'working', 'lady')",1
"('407', 'im', 'working')",1
"('apartment', '407', 'im')",1
"('im', 'apartment', '407')",1
"('apartments', 'im', 'apartment')",1
"('ridge', 'apartments', 'im')",1
"('hurt', 'need', 'cant')",1
"('need', 'cant', 'get')",1
"('get', 'floor', 'trying')",1
"('hailing', 'main', 'curtis')",1
"('hailing', 'im', 'going')",1
"('plum', 'hailing', 'im')",1
"('swelling', 'im', 'going')",1
"('gains', 'swelling', 'im')",1
"('becoming', 'gains', 'swelling')",1
"('emergency', 'becoming', 'gains')",1
"('address', 'emergency', 'becoming')",1
"('payout', '911', 'whats')",1
"('super', 'thank', 'byebye')",1
"('okay', 'super', 'thank')",1
"('okay', 'okay', 'super')",1
"('ends', 'go', 'ahead')",1
"('worst', 'ends', 'go')",1
"('changes', 'worst', 'ends')",1
"('407', 'make', 'sure')",1
"('plum', 'hailing', 'main')",1
"('main', 'curtis', 'street')",1
"('street', 'department', '407')",1
"('street', 'apartment', 'nice')",1
"('bad', 'mr', 'hyde')",1
"('aint', 'bad', 'mr')",1
"('happened', 'aint', 'bad')",1
"('exactly', 'happened', 'aint')",1
"('dio', 'thank', 'okay')",1
"('dolli', 'dio', 'thank')",1
"('college', 'dolli', 'dio')",1
"('name', 'college', 'dolli')",1
"('2598', 'name', 'college')",1
"('864499', '2598', 'name')",1
"('864499', '864499', '2598')",1
"('disconnected', '864499', '864499')",1
"('case', 'disconnected', '864499')",1
"('nice', 'apartment', '800')",1
"('apartment', 'nice', 'apartment')",1
"('department', '407', 'make')",1
"('curtis', 'street', 'department')",1
"('floor', 'trying', 'go')",1
"('fine', 'approximate', '70')",1
"('book', 'youre', 'fine')",1
"('emergency', 'book', 'youre')",1
"('dont', 'emergency', 'book')",1
"('know', 'dont', 'emergency')",1
"('old', 'dont', 'know')",1
"('yeah', 'old', 'dont')",1
"('oh', 'yeah', 'old')",1
"('able', 'talk', 'oh')",1
"('idea', 'conscious', 'able')",1
"('weighs', 'idea', 'conscious')",1
"('much', 'weighs', 'idea')",1
"('bye', 'know', 'approximately')",1
"('bathroom', 'bye', 'know')",1
"('go', 'bathroom', 'bye')",1
"('trying', 'go', 'bathroom')",1
"('youre', 'fine', 'approximate')",1
"('approximate', '70', '80')",1
"('guys', '222', 'curtis')",1
"('70', '80', '90')",1
"('route', 'guys', '222')",1
"('right', 'medics', 'en')",1
"('quarantine', 'okay', 'difficulty')",1
"('bye', 'right', 'anybody')",1
"('fiftyeight', 'bye', 'right')",1
"('fiftyseven', 'fiftyeight', 'bye')",1
"('age', 'fiftyseven', 'fiftyeight')",1
"('oh', 'age', 'fiftyseven')",1
"('age', 'oh', 'age')",1
"('um', 'age', 'oh')",1
"('probably', 'um', 'age')",1
"('waved', 'probably', 'um')",1
"('oh', 'waved', 'probably')",1
"('90', 'oh', 'waved')",1
"('80', '90', 'oh')",1
"('yes', 'would', 'great')",1
"('menards', 'yes', 'would')",1
"('thats', 'menards', 'yes')",1
"('okay', 'okay', 'please')",1
"('coming', 'charlotte', 'okay')",1
"('theyre', 'coming', 'charlotte')",1
"('god', 'okay', 'theyre')",1
"('help', 'okay', 'oh')",1
"('come', 'help', 'okay')",1
"('line', 'theyre', 'going')",1
"('yeah', 'line', 'theyre')",1
"('please', 'yeah', 'line')",1
"('something', 'please', 'yeah')",1
"('say', 'something', 'please')",1
"('please', 'say', 'something')",1
"('yeah', 'please', 'say')",1
"('sick', 'yeah', 'please')",1
"('charlotte', 'sick', 'yeah')",1
"('charlotte', 'charlotte', 'sick')",1
"('charlotte', 'okay', 'okay')",1
"('okay', 'please', 'okay')",1
"('first', 'name', 'charlotte')",1
"('please', 'okay', 'yeah')",1
"('pregarden', 'yes', 'yes')",1
"('center', 'pregarden', 'yes')",1
"('lewis', 'center', 'pregarden')",1
"('way', 'lewis', 'center')",1
"('graphics', 'way', 'lewis')",1
"('ok', '6975', 'graphics')",1
"('oh', 'ok', '6975')",1
"('ok', 'oh', 'ok')",1
"('ask', 'ok', 'oh')",1
"('going', 'ask', 'ok')",1
"('youre', 'going', 'ask')",1
"('course', 'youre', 'going')",1
"('oh', 'course', 'youre')",1
"('emergency', 'oh', 'course')",1
"('yeah', 'theyre', 'coming')",1
"('name', 'charlotte', 'charlotte')",1
"('full', 'first', 'name')",1
"('name', 'tracy', 'okay')",1
"('come', 'help', 'please')",1
"('gardens', 'see', 'come')",1
"('capri', 'gardens', 'see')",1
"('somebody', 'capri', 'gardens')",1
"('contact', 'somebody', 'capri')",1
"('getting', 'contact', 'somebody')",1
"('actually', 'getting', 'contact')",1
"('im', 'actually', 'getting')",1
"('help', 'yeah', 'im')",1
"('take', 'help', 'yeah')",1
"('know', 'take', 'help')",1
"('came', 'im', 'sorry')",1
"('name', 'came', 'im')",1
"('whats', 'name', 'came')",1
"('others', 'whats', 'name')",1
"('mine', 'others', 'whats')",1
"('see', 'come', 'help')",1
"('help', 'please', 'yeah')",1
"('shelly', 'full', 'first')",1
"('get', 'help', 'right')",1
"('god', 'shelly', 'full')",1
"('oh', 'god', 'shelly')",1
"('second', 'okay', 'oh')",1
"('line', 'hang', 'one')",1
"('right', 'line', 'hang')",1
"('jason', 'right', 'line')",1
"('everybody', 'jason', 'right')",1
"('okay', 'everybody', 'jason')",1
"('okay', 'okay', 'everybody')",1
"('chavin', 'okay', 'okay')",1
"('name', 'chavin', 'okay')",1
"('last', 'name', 'chavin')",1
"('said', 'last', 'name')",1
"('right', 'said', 'last')",1
"('help', 'right', 'said')",1
"('name', 'name', 'tracy')",1
"('tracy', 'okay', 'whats')",1
"('door', 'thats', 'menards')",1
"('door', 'yes', 'come')",1
"('common', 'room', 'okay')",1
"('station', 'common', 'room')",1
"('nurses', 'station', 'common')",1
"('close', 'nurses', 'station')",1
"('however', 'close', 'nurses')",1
"('520', 'however', 'close')",1
"('room', '520', 'however')",1
"('room', 'room', '520')",1
"('area', 'okay', 'room')",1
"('paint', 'area', 'okay')",1
"('complaining', 'paint', 'area')",1
"('really', 'complaining', 'paint')",1
"('even', 'really', 'complaining')",1
"('shes', 'even', 'really')",1
"('fine', 'shes', 'even')",1
"('room', 'okay', 'come')",1
"('yes', 'come', 'front')",1
"('old', '62', 'shes')",1
"('front', 'door', 'might')",1
"('menard', 'door', 'thats')",1
"('closest', 'menard', 'door')",1
"('side', 'closest', 'menard')",1
"('sorry', 'side', 'closest')",1
"('im', 'sorry', 'side')",1
"('side', 'im', 'sorry')",1
"('side', 'side', 'im')",1
"('actually', 'side', 'side')",1
"('side', 'come', 'q')",1
"('actually', 'side', 'come')",1
"('come', 'come', 'q')",1
"('easier', 'come', 'come')",1
"('lot', 'easier', 'come')",1
"('might', 'lot', 'easier')",1
"('door', 'might', 'lot')",1
"('62', 'shes', 'awake')",1
"('bleed', 'okay', 'know')",1
"('going', 'im', '500')",1
"('scan', 'eyes', 'dark')",1
"('er', 'ct', 'scan')",1
"('go', 'er', 'ct')",1
"('need', 'go', 'er')",1
"('transportation', 'need', 'go')",1
"('get', 'transportation', 'need')",1
"('not', 'get', 'transportation')",1
"('patient', 'can', 'not')",1
"('note', 'patient', 'can')",1
"('want', 'note', 'patient')",1
"('might', 'want', 'note')",1
"('rome', 'might', 'want')",1
"('nurse', 'rome', 'might')",1
"('hall', 'nurse', 'rome')",1
"('500', 'hall', 'nurse')",1
"('im', '500', 'hall')",1
